ONS Code (old),ONS Code (new),Area Name                                           ,ONS Cluster,Period,Aggregate Numerator,Aggregate Denominator,Single Year Numerator,Single Year Denominator,Indicator value,Lower 95% CI,Upper 95% CI,Significance
30UG,E07000120,Hyndburn CD,ONS1.2,2011/12,n/a,n/a,,,,,,n/a
30UH,E07000121,Lancaster CD,ONS1.1,2011/12,n/a,n/a,79,,54.24238538,45.6544627,62.58537479,n/a
30UJ,E07000122,Pendle CD,ONS1.2,2011/12,n/a,n/a,49,,49.56219366,38.89878777,60.26557768,n/a
30UK,E07000123,Preston CD,ONS1.2,2011/12,n/a,n/a,154,,49.60355801,43.76368775,55.45426525,n/a
30UL,E07000124,Ribble Valley CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
30UM,E07000125,Rossendale CD,ONS7.12,2011/12,n/a,n/a,,,,,,n/a
30UN,E07000126,South Ribble CD,ONS5.7,2011/12,n/a,n/a,17,,36.66907448,24.15269177,51.28587487,n/a
30UP,E07000127,West Lancashire CD,ONS5.7,2011/12,n/a,n/a,75,,50.66436796,42.58192257,58.71223542,n/a
30UQ,E07000128,Wyre CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
31UB,E07000129,Blaby CD,ONS5.7,2011/12,n/a,n/a,74,,54.05680739,45.52647925,62.35585617,n/a
31UC,E07000130,Charnwood CD,ONS5.7,2011/12,n/a,n/a,180,,52.15336165,46.73303152,57.52345512,n/a
31UD,E07000131,Harborough CD,ONS5.7,2011/12,n/a,n/a,56,,65.7615286,55.18034786,74.97745054,n/a
31UE,E07000132,Hinckley and Bosworth CD,ONS5.7,2011/12,n/a,n/a,66,,54.47956606,45.46771748,63.20726979,n/a
31UG,E07000133,Melton CD,ONS5.7,2011/12,n/a,n/a,26,,56.538823,42.62063662,69.49713909,n/a
31UH,E07000134,North West Leicestershire CD,ONS5.7,2011/12,n/a,n/a,59,,61.86021227,51.41399869,71.31358742,n/a
31UJ,E07000135,Oadby and Wigston CD,ONS5.7,2011/12,n/a,n/a,74,,33.773337,27.60814075,40.54421466,n/a
32UB,E07000136,Boston CD,ONS5.7,2011/12,n/a,n/a,92,,45.22325675,38.43172105,52.19746218,n/a
32UC,E07000137,East Lindsey CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
32UD,E07000138,Lincoln CD,ONS1.1,2011/12,n/a,n/a,33,,27.46711882,20.25570859,36.08418222,n/a
32UE,E07000139,North Kesteven CD,ONS5.7,2011/12,n/a,n/a,34,,37.38781842,28.48183351,47.23919104,n/a
32UF,E07000140,South Holland CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
32UG,E07000141,South Kesteven CD,ONS5.7,2011/12,n/a,n/a,54,,39.78453206,31.81062704,48.3402645,n/a
32UH,E07000142,West Lindsey CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
33UB,E07000143,Breckland CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
33UC,E07000144,Broadland CD,ONS5.7,2011/12,n/a,n/a,33,,41.66783682,31.76238893,52.29500765,n/a
33UD,E07000145,Great Yarmouth CD,ONS6.10,2011/12,n/a,n/a,29,,42.5021774,31.46930308,54.33622124,n/a
33UE,E07000146,King's Lynn and West Norfolk CD,ONS5.7,2011/12,n/a,n/a,38,,48.15631236,37.22264782,59.26943796,n/a
33UF,E07000147,North Norfolk CD,ONS6.10,2011/12,n/a,n/a,19,,51.71915199,36.42768245,66.69529025,n/a
33UG,E07000148,Norwich CD,ONS1.1,2011/12,n/a,n/a,88,,37.95365793,31.6863557,44.65035482,n/a
33UH,E07000149,South Norfolk CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
34UB,E07000150,Corby CD,ONS7.12,2011/12,n/a,n/a,,,,,,n/a
34UC,E07000151,Daventry CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
34UD,E07000152,East Northamptonshire CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
34UE,E07000153,Kettering CD,ONS5.7,2011/12,n/a,n/a,34,,50.53915331,38.77936184,62.23959016,n/a
34UF,E07000154,Northampton CD,ONS5.8,2011/12,n/a,n/a,235,,45.68773566,41.38283142,50.05803001,n/a
34UG,E07000155,South Northamptonshire CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
34UH,E07000156,Wellingborough CD,ONS5.8,2011/12,n/a,n/a,43,,33.40730816,25.79237807,41.99807366,n/a
36UB,E07000163,Craven CD,ONS6.10,2011/12,n/a,n/a,8,,39.2834028,21.77456188,60.06136228,n/a
36UC,E07000164,Hambleton CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
36UD,E07000165,Harrogate CD,ONS5.7,2011/12,n/a,n/a,37,,48.58927602,37.3328734,59.99063394,n/a
36UE,E07000166,Richmondshire CD,ONS5.7,2011/12,n/a,n/a,31,,34.27692773,24.92580988,45.03189411,n/a
36UF,E07000167,Ryedale CD,ONS6.10,2011/12,n/a,n/a,31,,39.60392212,29.52854562,50.64642051,n/a
36UG,E07000168,Scarborough CD,ONS6.10,2011/12,n/a,n/a,95,,34.80713957,29.28449478,40.77080789,n/a
36UH,E07000169,Selby CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
37UB,E07000170,Ashfield CD,ONS7.12,2011/12,n/a,n/a,81,,36.9686125,30.85967192,43.52557498,n/a
37UC,E07000171,Bassetlaw CD,ONS7.12,2011/12,n/a,n/a,,,,,,n/a
37UD,E07000172,Broxtowe CD,ONS5.7,2011/12,n/a,n/a,139,,40.59108742,35.47396915,45.92103709,n/a
37UE,E07000173,Gedling CD,ONS5.7,2011/12,n/a,n/a,167,,37.75069661,33.32886791,42.38621427,n/a
37UF,E07000174,Mansfield CD,ONS7.12,2011/12,n/a,n/a,73,,39.97762389,33.23235599,47.12566126,n/a
37UG,E07000175,Newark and Sherwood CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
37UJ,E07000176,Rushcliffe CD,ONS5.7,2011/12,n/a,n/a,162,,39.94627592,35.39061924,44.68279617,n/a
38UB,E07000177,Cherwell CD,ONS5.7,2011/12,n/a,n/a,131,,58.28617471,51.43250528,64.83396059,n/a
38UC,E07000178,Oxford CD,ONS1.3,2011/12,n/a,n/a,246,,49.77548505,45.24933879,54.30531392,n/a
38UD,E07000179,South Oxfordshire CD,ONS5.9,2011/12,n/a,n/a,,,,,,n/a
38UE,E07000180,Vale of White Horse CD,ONS5.9,2011/12,n/a,n/a,,,,,,n/a
38UF,E07000181,West Oxfordshire CD,ONS5.7,2011/12,n/a,n/a,47,,51.02311476,40.02138298,61.92662123,n/a
40UB,E07000187,Mendip CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
40UC,E07000188,Sedgemoor CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
40UD,E07000189,South Somerset CD,ONS5.7,2011/12,n/a,n/a,27,,39.51153673,28.61181975,51.56430143,n/a
40UE,E07000190,Taunton Deane CD,ONS5.7,2011/12,n/a,n/a,31,,47.36582513,35.64251065,59.38694813,n/a
40UF,E07000191,West Somerset CD,ONS6.10,2011/12,n/a,n/a,6,,56.06070258,25.91982224,82.30852757,n/a
41UB,E07000192,Cannock Chase CD,ONS7.12,2011/12,n/a,n/a,62,,69.02199347,55.70076742,79.79077732,n/a
41UC,E07000193,East Staffordshire CD,ONS7.12,2011/12,n/a,n/a,139,,58.11428442,51.27633102,64.65409609,n/a
41UD,E07000194,Lichfield CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
41UE,E07000195,Newcastle-under-Lyme CD,ONS7.12,2011/12,n/a,n/a,35,,49.79106346,38.31883466,61.28533376,n/a
41UF,E07000196,South Staffordshire CD,ONS5.7,2011/12,n/a,n/a,30,,56.22211964,41.91759983,69.56186201,n/a
41UG,E07000197,Stafford CD,ONS5.7,2011/12,n/a,n/a,109,,58.7711774,49.93344546,67.07745054,n/a
41UH,E07000198,Staffordshire Moorlands CD,ONS5.7,2011/12,n/a,n/a,12,,59.44251473,37.3077094,78.30648731,n/a
41UK,E07000199,Tamworth CD,ONS7.12,2011/12,n/a,n/a,,,,,,n/a
42UB,E07000200,Babergh CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
42UC,E07000201,Forest Heath CD,ONS5.8,2011/12,n/a,n/a,,,,,,n/a
42UD,E07000202,Ipswich CD,ONS5.8,2011/12,n/a,n/a,255,,42.6746382,38.57233382,46.88026658,n/a
42UE,E07000203,Mid Suffolk CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
42UF,E07000204,St Edmundsbury CD,ONS5.7,2011/12,n/a,n/a,48,,40.87518958,32.42316314,49.90343635,n/a
42UG,E07000205,Suffolk Coastal CD,ONS5.7,2011/12,n/a,n/a,49,,51.15991127,41.14674814,61.08084438,n/a
42UH,E07000206,Waveney CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
43UB,E07000207,Elmbridge CD,ONS5.9,2011/12,n/a,n/a,371,,50.09651091,46.40724061,53.78473065,n/a
43UC,E07000208,Epsom and Ewell CD,ONS5.9,2011/12,n/a,n/a,149,,51.5525264,45.86880734,57.19636546,n/a
43UD,E07000209,Guildford CD,ONS5.9,2011/12,n/a,n/a,156,,47.96956754,42.48030681,53.50829569,n/a
43UE,E07000210,Mole Valley CD,ONS5.9,2011/12,n/a,n/a,,,,,,n/a
43UF,E07000211,Reigate and Banstead CD,ONS5.9,2011/12,n/a,n/a,121,,42.49715367,36.72791953,48.47827649,n/a
43UG,E07000212,Runnymede CD,ONS5.9,2011/12,n/a,n/a,300,,50.26118634,46.22338509,54.2955837,n/a
43UH,E07000213,Spelthorne CD,ONS5.9,2011/12,n/a,n/a,385,,47.89061619,44.43993678,51.361543,n/a
43UJ,E07000214,Surrey Heath CD,ONS5.9,2011/12,n/a,n/a,127,,42.76353362,37.22302017,48.49170912,n/a
43UK,E07000215,Tandridge CD,ONS5.9,2011/12,n/a,n/a,,,,,,n/a
43UL,E07000216,Waverley CD,ONS5.9,2011/12,n/a,n/a,78,,46.66658543,39.22227537,54.26235984,n/a
43UM,E07000217,Woking CD,ONS5.9,2011/12,n/a,n/a,373,,49.4403997,45.7989893,53.08775672,n/a
44UB,E07000218,North Warwickshire CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
44UC,E07000219,Nuneaton and Bedworth CD,ONS7.12,2011/12,n/a,n/a,78,,47.47298049,39.87074094,55.1941897,n/a
44UD,E07000220,Rugby CD,ONS5.7,2011/12,n/a,n/a,77,,42.23483162,35.38213743,49.40008853,n/a
44UE,E07000221,Stratford-on-Avon CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
44UF,E07000222,Warwick CD,ONS5.7,2011/12,n/a,n/a,70,,43.38971139,35.8110306,51.29067872,n/a
45UB,E07000223,Adur CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
45UC,E07000224,Arun CD,ONS6.10,2011/12,n/a,n/a,58,,56.53451796,47.17473787,65.45046612,n/a
45UD,E07000225,Chichester CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
45UE,E07000226,Crawley CD,ONS5.8,2011/12,n/a,n/a,134,,53.53254814,47.20571389,59.74769879,n/a
45UF,E07000227,Horsham CD,ONS5.9,2011/12,n/a,n/a,54,,53.24550526,43.40207272,62.84262142,n/a
45UG,E07000228,Mid Sussex CD,ONS5.9,2011/12,n/a,n/a,35,,35.46272347,26.69334795,45.3315176,n/a
45UH,E07000229,Worthing CD,ONS1.1,2011/12,n/a,n/a,45,,42.46459073,33.61708952,51.82281911,n/a
47UB,E07000234,Bromsgrove CD,ONS5.7,2011/12,n/a,n/a,47,,62.13199548,50.90925286,72.19058379,n/a
47UC,E07000235,Malvern Hills CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
47UD,E07000236,Redditch CD,ONS7.12,2011/12,n/a,n/a,,,,,,n/a
47UE,E07000237,Worcester CD,ONS5.8,2011/12,n/a,n/a,94,,24.8713932,20.83203362,29.40309463,n/a
47UF,E07000238,Wychavon CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
47UG,E07000239,Wyre Forest CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
