ONS Code (old),ONS Code (new),Area Name                                           ,ONS Cluster,Period,Aggregate Numerator,Aggregate Denominator,Single Year Numerator,Single Year Denominator,Indicator value,Lower 95% CI,Upper 95% CI,Significance
41,E10000028,Staffordshire CC,N/A,2009 - 11,1736.82,2331937,579,777312,54.68142458,52.09989303,57.35625528,Significantly better than England average
42,E10000029,Suffolk CC,N/A,2009 - 11,1373.26,1965526,458,655175,50.68187632,47.98230408,53.49144236,Significantly better than England average
43,E10000030,Surrey CC,N/A,2009 - 11,1648.39,3088331,549,1029444,43.83351006,41.72795546,46.01721688,Significantly better than England average
44,E10000031,Warwickshire CC,N/A,2009 - 11,1036.65,1498276,346,499425,52.80486747,49.60042995,56.16008592,Significantly better than England average
45,E10000032,West Sussex CC,N/A,2009 - 11,1430.23,2155277,477,718426,47.68122992,45.19993227,50.26154916,Significantly better than England average
47,E10000034,Worcestershire CC,N/A,2009 - 11,1204.06,1543408,401,514469,56.82305639,53.6053641,60.18097411,Significantly better than England average
00AB,E09000002,Barking and Dagenham LB,ONS1.2,2009 - 11,332.18,516822,111,172274,81.69955591,73.07553987,91.05468831,Significantly worse than England average
00AC,E09000003,Barnet LB,ONS2.4,2009 - 11,434.74,984099,145,328033,45.81547775,41.59666576,50.34514469,Significantly better than England average
00AD,E09000004,Bexley LB,ONS5.8,2009 - 11,396.52,636617,132,212206,54.44543777,49.17827617,60.11973135,Significantly better than England average
00AE,E09000005,Brent LB,ONS4.6,2009 - 11,485.61,871545,162,290515,65.15806612,59.4578049,71.25488162,Not significantly different from England average
00AF,E09000006,Bromley LB,ONS1.3,2009 - 11,499.91,847229,167,282410,49.80248933,45.50225427,54.39741293,Significantly better than England average
00AG,E09000007,Camden LB,ONS3.5,2009 - 11,340.05,615282,113,205094,65.61867532,58.76425923,73.04711937,Not significantly different from England average
00AH,E09000008,Croydon LB,ONS2.4,2009 - 11,626.88,1012354,209,337451,64.56954972,59.59826115,69.84386182,Not significantly different from England average
00AJ,E09000009,Ealing LB,ONS2.4,2009 - 11,575.1,953626,192,317875,69.59758154,63.99335045,75.55898336,Significantly worse than England average
00AK,E09000010,Enfield LB,ONS2.4,2009 - 11,475.23,868707,158,289569,57.63270258,52.54790228,63.07523084,Not significantly different from England average
00AL,E09000011,Greenwich LB,ONS2.4,2009 - 11,413.02,710889,138,236963,71.32217575,64.57009112,78.58521299,Significantly worse than England average
00AM,E09000012,Hackney LB,ONS4.6,2009 - 11,386.21,702391,129,234130,86.42857955,77.86427488,95.66402198,Significantly worse than England average
00AN,E09000013,Hammersmith and Fulham LB,ONS3.5,2009 - 11,258.9,521222,86,173741,66.54581169,58.59415993,75.26567259,Not significantly different from England average
00AP,E09000014,Haringey LB,ONS4.6,2009 - 11,368.13,729169,123,243056,65.68446439,59.05153355,72.85034372,Not significantly different from England average
00AQ,E09000015,Harrow LB,ONS2.4,2009 - 11,328.67,663629,110,221210,47.70064039,42.66456171,53.16604132,Significantly better than England average
00AR,E09000016,Havering LB,ONS5.8,2009 - 11,480.03,643969,160,214656,61.05516292,55.66452848,66.82306892,Not significantly different from England average
00AS,E09000017,Hillingdon LB,ONS1.3,2009 - 11,433.23,759830,144,253277,59.10512613,53.64567529,64.9675754,Not significantly different from England average
00AT,E09000018,Hounslow LB,ONS2.4,2009 - 11,370.54,711344,124,237115,60.09684018,54.10194478,66.5717786,Not significantly different from England average
00AU,E09000019,Islington LB,ONS3.5,2009 - 11,350.13,578890,117,192963,83.96778676,75.32206229,93.32659663,Significantly worse than England average
00AW,E09000020,Kensington and Chelsea LB,ONS3.5,2009 - 11,197.36,455322,66,151774,45.02344772,38.92692673,51.79964727,Significantly better than England average
00AX,E09000021,Kingston upon Thames LB,ONS1.3,2009 - 11,213.41,446104,71,148701,50.30674222,43.76093914,57.55274463,Significantly better than England average
00AY,E09000022,Lambeth LB,ONS4.6,2009 - 11,426.44,864517,142,288172,74.18230751,67.17096146,81.71547158,Significantly worse than England average
00AZ,E09000023,Lewisham LB,ONS4.6,2009 - 11,422.78,782676,141,260892,69.81198286,63.2302565,76.88575674,Significantly worse than England average
00BA,E09000024,Merton LB,ONS2.4,2009 - 11,337.88,564009,113,188003,68.25217249,61.12708844,75.97595325,Significantly worse than England average
00BB,E09000025,Newham LB,ONS4.6,2009 - 11,473.45,868917,158,289639,87.32661429,79.4500521,95.75839007,Significantly worse than England average
00BC,E09000026,Redbridge LB,ONS2.4,2009 - 11,410.93,777496,137,259165,58.18372627,52.67919608,64.10590674,Not significantly different from England average
00BD,E09000027,Richmond upon Thames LB,ONS1.3,2009 - 11,228.89,521693,76,173898,42.42932125,37.09302929,48.31571483,Significantly better than England average
00BE,E09000028,Southwark LB,ONS4.6,2009 - 11,411.53,821974,137,273991,72.87094235,65.86146878,80.41184794,Significantly worse than England average
00BF,E09000029,Sutton LB,ONS1.3,2009 - 11,301.98,528558,101,176186,53.85985827,47.93238276,60.31555351,Significantly better than England average
00BG,E09000030,Tower Hamlets LB,ONS3.5,2009 - 11,336.09,722665,112,240888,87.04818632,77.73558792,97.14547428,Significantly worse than England average
00BH,E09000031,Waltham Forest LB,ONS2.4,2009 - 11,383.3,726032,128,242011,65.73249027,59.26800219,72.70556721,Not significantly different from England average
00BJ,E09000032,Wandsworth LB,ONS3.5,2009 - 11,398.88,872044,133,290681,64.43032705,58.180052,71.16224035,Not significantly different from England average
00BK,E09000033,City of Westminster LB,ONS3.5,2009 - 11,333.8,619778,111,206593,61.48630434,55.02569006,68.4932412,Not significantly different from England average
00BL,E08000001,Bolton MCD,ONS1.2,2009 - 11,710,769008,237,256336,80.12053516,74.28752619,86.28696702,Significantly worse than England average
00BM,E08000002,Bury MCD,ONS5.7,2009 - 11,461.09,514609,154,171536,73.72874124,67.09690218,80.83452102,Significantly worse than England average
00BN,E08000003,Manchester MCD,ONS1.2,2009 - 11,1189.52,1410019,397,470006,113.2832647,106.8912332,119.9555958,Significantly worse than England average
00BP,E08000004,Oldham MCD,ONS1.2,2009 - 11,564.85,628007,188,209336,80.39772511,73.85902768,87.35704209,Significantly worse than England average
00BQ,E08000005,Rochdale MCD,ONS1.2,2009 - 11,567.61,590691,189,196897,86.25723135,79.27825746,93.68401872,Significantly worse than England average
00BR,E08000006,Salford MCD,ONS1.1,2009 - 11,613.19,648218,204,216073,90.58662051,83.50498854,98.10486286,Significantly worse than England average
00BS,E08000007,Stockport MCD,ONS5.7,2009 - 11,631.46,775204,210,258401,63.03840021,58.16423009,68.20855786,Not significantly different from England average
00BT,E08000008,Tameside MCD,ONS7.11,2009 - 11,668.39,610690,223,203563,90.89808087,84.09003343,98.1075972,Significantly worse than England average
00BU,E08000009,Trafford MCD,ONS5.7,2009 - 11,443.41,622164,148,207388,61.44933854,55.82273963,67.48628914,Not significantly different from England average
00BW,E08000010,Wigan MCD,ONS7.12,2009 - 11,863.66,885583,288,295194,76.49994691,71.42678418,81.83528005,Significantly worse than England average
00BX,E08000011,Knowsley MCD,ONS7.11,2009 - 11,377.47,406751,126,135584,78.91405908,71.08805009,87.36071708,Significantly worse than England average
00BY,E08000012,Liverpool MCD,ONS1.1,2009 - 11,1225.44,1291130,408,430377,89.75937282,84.77283824,94.96126947,Significantly worse than England average
00BZ,E08000013,St Helens MCD,ONS7.11,2009 - 11,465.34,485236,155,161745,72.07621276,65.56754654,79.04780722,Significantly worse than England average
00CA,E08000014,Sefton MCD,ONS7.11,2009 - 11,675.06,738126,225,246042,63.53931352,58.72784153,68.63306696,Not significantly different from England average
00CB,E08000015,Wirral MCD,ONS7.11,2009 - 11,778.75,868167,260,289389,67.25427759,62.54306021,72.22227375,Significantly worse than England average
00CC,E08000016,Barnsley MCD,ONS7.12,2009 - 11,652.25,637730,217,212577,79.54398967,73.4956972,85.9534762,Significantly worse than England average
00CE,E08000017,Doncaster MCD,ONS7.12,2009 - 11,719.9,832593,240,277531,69.94477406,64.88554001,75.29114347,Significantly worse than England average
00CF,E08000018,Rotherham MCD,ONS7.12,2009 - 11,652.49,711417,217,237139,72.02030583,66.52880382,77.83969029,Significantly worse than England average
00CG,E08000019,Sheffield MCD,ONS1.1,2009 - 11,1088.2,1512076,363,504025,65.15720669,61.29744738,69.19411873,Significantly worse than England average
00CH,E08000020,Gateshead MCD,ONS7.11,2009 - 11,534.28,547122,178,182374,76.26592736,69.85472698,83.10159801,Significantly worse than England average
00CJ,E08000021,Newcastle upon Tyne MCD,ONS1.1,2009 - 11,602.89,770728,201,256909,77.90935761,71.77678363,84.42335289,Significantly worse than England average
00CK,E08000022,North Tyneside MCD,ONS7.11,2009 - 11,469.9,548813,157,182938,66.69082431,60.74668182,73.05560647,Not significantly different from England average
00CL,E08000023,South Tyneside MCD,ONS7.11,2009 - 11,375.15,405257,125,135086,71.83822265,64.67333681,79.57315314,Significantly worse than England average
00CM,E08000024,Sunderland MCD,ONS7.11,2009 - 11,715.16,762859,238,254286,73.91848948,68.54854471,79.59424469,Significantly worse than England average
00CN,E08000025,Birmingham MCD,ONS1.2,2009 - 11,2145.05,2981800,715,993933,77.73747502,74.46316436,81.11805721,Significantly worse than England average
00CQ,E08000026,Coventry MCD,ONS1.2,2009 - 11,589.87,869498,197,289833,65.41552527,60.19917769,70.95999186,Not significantly different from England average
00CR,E08000027,Dudley MCD,ONS7.12,2009 - 11,687.53,857648,229,285883,60.99634363,56.43222134,65.82572096,Not significantly different from England average
00CS,E08000028,Sandwell MCD,ONS1.2,2009 - 11,766.97,850846,256,283615,83.33925957,77.48720223,89.51278865,Significantly worse than England average
00CT,E08000029,Solihull MCD,ONS5.7,2009 - 11,383.2,561939,128,187313,50.77014623,45.74514697,56.19053839,Significantly better than England average
00CU,E08000030,Walsall MCD,ONS1.2,2009 - 11,648.85,738661,216,246220,73.58685204,67.93822336,79.57371977,Significantly worse than England average
00CW,E08000031,Wolverhampton MCD,ONS1.2,2009 - 11,605.02,683339,202,227780,78.4685413,72.27926843,85.04206138,Significantly worse than England average
00CX,E08000032,Bradford MCD,ONS1.2,2009 - 11,1174.08,1452381,391,484127,81.12464801,76.53210435,85.91993282,Significantly worse than England average
00CY,E08000033,Calderdale MCD,ONS1.2,2009 - 11,502.7,564782,168,188261,73.63276079,67.29892206,80.39939633,Significantly worse than England average
00CZ,E08000034,Kirklees MCD,ONS1.2,2009 - 11,940.17,1169706,313,389902,70.46560875,66.00302762,75.14896504,Significantly worse than England average
00DA,E08000035,Leeds MCD,ONS1.1,2009 - 11,1563.77,2083143,521,694381,70.28640341,66.81956564,73.885428,Significantly worse than England average
00DB,E08000036,Wakefield MCD,ONS7.12,2009 - 11,849.98,902495,283,300832,74.4467126,69.48318926,79.66885396,Significantly worse than England average
00EB,E06000001,Hartlepool UA,ONS7.11,2009 - 11,228.35,253557,76,84519,73.98304613,64.5813964,84.35508997,Significantly worse than England average
00EC,E06000002,Middlesbrough UA,ONS7.11,2009 - 11,330.5,383706,110,127902,77.76314371,69.55268146,86.67151209,Significantly worse than England average
00EE,E06000003,Redcar and Cleveland UA,ONS7.11,2009 - 11,320.37,371374,107,123791,62.1963861,55.43088799,69.54641135,Not significantly different from England average
00EF,E06000004,Stockton-on-Tees UA,ONS7.12,2009 - 11,422.99,531801,141,177267,67.19846757,60.90723613,73.9599091,Not significantly different from England average
00EH,E06000005,Darlington UA,ONS7.11,2009 - 11,252.13,289066,84,96355,70.15394724,61.67730762,79.46100702,Significantly worse than England average
00EJ,E06000047,County Durham UA,ONS7.11,2009 - 11,1320.38,1407803,440,469268,70.29907199,66.5087844,74.24692568,Significantly worse than England average
00EM,E06000048,Northumberland UA,ONS5.7,2009 - 11,704.07,860382,235,286794,56.02143691,51.87677344,60.40404214,Significantly better than England average
00EQ,E06000049,Cheshire East UA,ONS5.7,2009 - 11,756.69,1009069,252,336356,54.40435946,50.54141222,58.48098894,Significantly better than England average
00ET,E06000006,Halton UA,ONS7.11,2009 - 11,341.39,350295,114,116765,82.39574707,73.84732172,91.65859729,Significantly worse than England average
00EU,E06000007,Warrington UA,ONS5.7,2009 - 11,515.03,562691,172,187564,74.91748637,68.5326982,81.73310848,Significantly worse than England average
00EW,E06000050,Cheshire West and Chester UA,ONS5.7,2009 - 11,652.93,904285,218,301428,53.36916965,49.29777838,57.68356691,Significantly better than England average
00EX,E06000008,Blackburn with Darwen UA,ONS1.2,2009 - 11,373.6,414836,125,138279,89.76709342,80.8657662,99.37814857,Significantly worse than England average
00EY,E06000009,Blackpool UA,ONS6.10,2009 - 11,513.5,388624,171,129541,98.38808452,89.92271008,107.425568,Significantly worse than England average
00FA,E06000010,Kingston upon Hull UA,ONS7.11,2009 - 11,643.03,716252,214,238751,86.40227952,79.81960013,93.38096762,Significantly worse than England average
00FB,E06000011,East Riding of Yorkshire UA,ONS5.7,2009 - 11,795.98,904107,265,301369,57.19423182,53.18263806,61.4220222,Not significantly different from England average
00FC,E06000012,North East Lincolnshire UA,ONS7.12,2009 - 11,389,437225,130,145742,70.53120399,63.60442461,77.99876857,Significantly worse than England average
00FD,E06000013,North Lincolnshire UA,ONS7.12,2009 - 11,396.06,458871,132,152957,64.34759447,58.1014082,71.07688493,Not significantly different from England average
00FF,E06000014,York UA,ONS5.7,2009 - 11,347.79,536099,116,178700,53.83185615,48.25732623,59.86777632,Significantly better than England average
00FK,E06000015,Derby UA,ONS1.2,2009 - 11,528.22,683786,176,227929,72.44939331,66.35441716,78.95029574,Significantly worse than England average
00FN,E06000016,Leicester UA,ONS1.2,2009 - 11,679.36,919470,226,306490,85.77551202,79.42665087,92.49563282,Significantly worse than England average
00FP,E06000017,Rutland UA,ONS5.7,2009 - 11,78.46,101995,26,33998,53.7788165,42.23323868,67.43809481,Not significantly different from England average
00FY,E06000018,Nottingham UA,ONS1.2,2009 - 11,595.7,844374,199,281458,83.84077762,77.21126024,90.88518762,Significantly worse than England average
00GA,E06000019,County of Herefordshire UA,ONS5.7,2009 - 11,420.55,493787,140,164596,57.77304019,52.24881769,63.7113903,Not significantly different from England average
00GF,E06000020,Telford and Wrekin UA,ONS7.12,2009 - 11,393.1,467215,131,155738,73.11018871,66.02904474,80.7411569,Significantly worse than England average
00GG,E06000051,Shropshire UA,ONS5.7,2009 - 11,619.76,827227,207,275742,50.50925494,46.52223846,54.740737,Significantly better than England average
00GL,E06000021,Stoke-on-Trent UA,ONS7.11,2009 - 11,612.75,688509,204,229503,77.38999925,71.33585625,83.81754274,Significantly worse than England average
00HA,E06000022,Bath and North East Somerset UA,ONS5.7,2009 - 11,271.6,475603,91,158534,45.85506859,40.48811383,51.72764684,Significantly better than England average
00HB,E06000023,Bristol UA,ONS1.1,2009 - 11,705.08,1185380,235,395127,63.28414406,58.67904127,68.15342714,Not significantly different from England average
00HC,E06000024,North Somerset UA,ONS5.7,2009 - 11,384.68,546720,128,182240,48.31859385,43.52451486,53.48913754,Significantly better than England average
00HD,E06000025,South Gloucestershire UA,ONS5.7,2009 - 11,376.74,724598,126,241533,41.87453253,37.71740941,46.36166924,Significantly better than England average
00HE,E06000052,Cornwall UA,ONS6.10,2009 - 11,1237.45,1430407,412,476802,56.351765,53.17107982,59.66913607,Significantly better than England average
00HG,E06000026,Plymouth UA,ONS1.1,2009 - 11,542.41,704958,181,234986,66.12521209,60.62051212,71.99152584,Not significantly different from England average
00HH,E06000027,Torbay UA,ONS6.10,2009 - 11,331.35,348202,110,116067,63.36072165,56.49839543,70.80557726,Not significantly different from England average
00HN,E06000028,Bournemouth UA,ONS1.1,2009 - 11,321.72,483607,107,161202,59.2257668,52.85623951,66.14439306,Not significantly different from England average
00HP,E06000029,Poole UA,ONS5.7,2009 - 11,242.33,393803,81,131268,45.72979093,40.05260132,51.97488476,Significantly better than England average
00HX,E06000030,Swindon UA,ONS5.8,2009 - 11,354.55,580469,118,193490,58.30612379,52.37956517,64.71830545,Not significantly different from England average
00HY,E06000054,Wiltshire UA,ONS5.7,2009 - 11,801.43,1291415,267,430472,47.79889873,44.50960504,51.26484053,Significantly better than England average
00JA,E06000031,Peterborough UA,ONS5.8,2009 - 11,399.2,509169,133,169723,77.70495761,70.24269139,85.74201151,Significantly worse than England average
00KA,E06000032,Luton UA,ONS2.4,2009 - 11,381.45,565717,127,188572,73.82890212,66.55041958,81.68145858,Significantly worse than England average
00KB,E06000055,Bedford UA,ONS5.8,2009 - 11,328.88,433319,110,144440,65.84297258,58.88001851,73.3993174,Not significantly different from England average
00KC,E06000056,Central Bedfordshire UA,ONS5.7,2009 - 11,442.92,705826,148,235275,51.9209246,47.17446788,57.01374041,Significantly better than England average
00KF,E06000033,Southend-on-Sea UA,ONS1.1,2009 - 11,350.02,469290,117,156430,61.64701118,55.29479846,68.523226,Not significantly different from England average
00KG,E06000034,Thurrock UA,ONS5.8,2009 - 11,309.91,442136,103,147379,70.01592968,62.40952257,78.29103245,Significantly worse than England average
00LC,E06000035,Medway UA,ONS5.8,2009 - 11,528.41,739548,176,246516,64.78186051,59.35501675,70.57006267,Not significantly different from England average
00MA,E06000036,Bracknell Forest UA,ONS5.9,2009 - 11,151.31,319021,50,106340,46.99036854,39.7794164,55.12722083,Significantly better than England average
00MB,E06000037,West Berkshire UA,ONS5.9,2009 - 11,232.67,429434,78,143145,46.28262638,40.50375507,52.65209261,Significantly better than England average
00MC,E06000038,Reading UA,ONS1.3,2009 - 11,261.5,435616,87,145205,70.39700868,62.06013936,79.53508485,Significantly worse than England average
00MD,E06000039,Slough UA,ONS2.4,2009 - 11,239.69,394593,80,131531,79.7342388,69.88121947,90.57857411,Significantly worse than England average
00ME,E06000040,Windsor and Maidenhead UA,ONS5.9,2009 - 11,251.82,397218,84,132406,53.14685177,46.7421124,60.17944474,Significantly better than England average
00MF,E06000041,Wokingham UA,ONS5.9,2009 - 11,202.28,432330,67,144110,39.54953664,34.26518638,45.41538749,Significantly better than England average
00MG,E06000042,Milton Keynes UA,ONS5.8,2009 - 11,429.81,699879,143,233293,64.53468514,58.55633313,70.95615824,Not significantly different from England average
00ML,E06000043,Brighton and Hove UA,ONS1.1,2009 - 11,405.44,752692,135,250897,56.74154076,51.32033244,62.576964,Not significantly different from England average
00MR,E06000044,Portsmouth UA,ONS1.1,2009 - 11,388.93,566274,130,188758,71.31651683,64.36716785,78.80846066,Significantly worse than England average
00MS,E06000045,Southampton UA,ONS1.1,2009 - 11,396.21,652782,132,217594,65.6415857,59.30879732,72.46407476,Not significantly different from England average
00MW,E06000046,Isle of Wight UA,ONS6.10,2009 - 11,354.3,367475,118,122492,60.43125486,54.08241999,67.30050532,Not significantly different from England average
11UB,E07000004,Aylesbury Vale CD,ONS5.9,2009 - 11,285.09,484143,95,161381,50.68774668,44.95390446,56.9481978,Significantly better than England average
11UC,E07000005,Chiltern CD,ONS5.9,2009 - 11,140.57,252645,47,84215,40.37802193,33.84999847,47.77790102,Significantly better than England average
11UE,E07000006,South Bucks CD,ONS5.9,2009 - 11,103.83,180993,35,60331,43.42706784,35.3533395,52.76998068,Significantly better than England average
11UF,E07000007,Wycombe CD,ONS5.9,2009 - 11,278.98,474127,93,158042,50.22052375,44.46696074,56.50855301,Significantly better than England average
12UB,E07000008,Cambridge CD,ONS1.3,2009 - 11,134.67,336790,45,112263,48.51121177,40.63467953,57.46414685,Significantly better than England average
12UC,E07000009,East Cambridgeshire CD,ONS5.7,2009 - 11,149.94,229703,50,76568,52.59887881,44.45706418,61.79119869,Not significantly different from England average
12UD,E07000010,Fenland CD,ONS5.7,2009 - 11,239.56,257509,80,85836,65.07603477,56.93473476,74.03667911,Not significantly different from England average
12UE,E07000011,Huntingdonshire CD,ONS5.7,2009 - 11,269.82,470680,90,156893,45.68775038,40.36404558,51.51473647,Significantly better than England average
12UG,E07000012,South Cambridgeshire CD,ONS5.9,2009 - 11,195.84,409332,65,136444,39.23566219,33.88369224,45.1867571,Significantly better than England average
16UB,E07000026,Allerdale CD,ONS6.10,2009 - 11,273.15,261898,91,87299,69.77360341,61.56439528,78.75389834,Significantly worse than England average
16UC,E07000027,Barrow-in-Furness CD,ONS7.11,2009 - 11,210.81,191168,70,63723,79.4628632,68.9169842,91.14414177,Significantly worse than England average
16UD,E07000028,Carlisle CD,ONS6.10,2009 - 11,252.53,293165,84,97722,65.25521259,57.36788857,73.91459206,Not significantly different from England average
16UE,E07000029,Copeland CD,ONS7.11,2009 - 11,202.04,194441,67,64814,73.51988949,63.56559507,84.57025432,Significantly worse than England average
16UF,E07000030,Eden CD,ONS6.10,2009 - 11,113.11,142261,38,47420,50.7226976,41.55213912,61.26972468,Not significantly different from England average
16UG,E07000031,South Lakeland CD,ONS6.10,2009 - 11,233.04,276566,78,92189,52.66527685,45.77560841,60.25847586,Significantly better than England average
17UB,E07000032,Amber Valley CD,ONS7.12,2009 - 11,308.78,335479,103,111826,66.34734032,59.06673434,74.26921788,Not significantly different from England average
17UC,E07000033,Bolsover CD,ONS7.12,2009 - 11,191.76,208282,64,69427,69.78932401,60.14499223,80.52538347,Not significantly different from England average
17UD,E07000034,Chesterfield CD,ONS7.12,2009 - 11,281.11,282806,94,94269,75.74388379,67.03904912,85.25411443,Significantly worse than England average
17UF,E07000035,Derbyshire Dales CD,ONS5.7,2009 - 11,136.47,191179,45,63726,44.03570058,36.75516707,52.30412649,Significantly better than England average
17UG,E07000036,Erewash CD,ONS7.12,2009 - 11,248.77,307622,83,102541,62.77944509,55.13628662,71.17668892,Not significantly different from England average
17UH,E07000037,High Peak CD,ONS5.7,2009 - 11,228.28,251979,76,83993,68.95845006,60.25020759,78.56566588,Not significantly different from England average
17UJ,E07000038,North East Derbyshire CD,ONS7.12,2009 - 11,225.52,269053,75,89684,54.64141276,47.58195385,62.43431565,Not significantly different from England average
17UK,E07000039,South Derbyshire CD,ONS5.7,2009 - 11,177.33,262991,59,87664,55.59450683,47.66899193,64.45521188,Not significantly different from England average
18UB,E07000040,East Devon CD,ONS6.10,2009 - 11,239.85,340895,80,113632,39.35529613,34.24169687,44.98320337,Significantly better than England average
18UC,E07000041,Exeter CD,ONS1.1,2009 - 11,169.02,318569,56,106190,50.40769951,43.04078101,58.66635567,Significantly better than England average
18UD,E07000042,Mid Devon CD,ONS5.7,2009 - 11,143.7,210538,48,70179,46.25607601,38.89689609,54.5865886,Significantly better than England average
18UE,E07000043,North Devon CD,ONS6.10,2009 - 11,207.32,251017,69,83672,53.12100722,45.9589907,61.06094916,Not significantly different from England average
18UG,E07000044,South Hams CD,ONS6.10,2009 - 11,179.24,222967,60,74322,47.10663903,40.23163229,54.78827114,Significantly better than England average
18UH,E07000045,Teignbridge CD,ONS6.10,2009 - 11,256.35,330009,85,110003,49.66305998,43.59146646,56.32429389,Significantly better than England average
18UK,E07000046,Torridge CD,ONS6.10,2009 - 11,130.39,170925,43,56975,45.85687268,38.00120283,54.80481463,Significantly better than England average
18UL,E07000047,West Devon CD,ONS6.10,2009 - 11,104.93,143029,35,47676,47.57952886,38.54944775,58.02106532,Significantly better than England average
19UC,E07000048,Christchurch CD,ONS6.10,2009 - 11,93.67,119944,31,39981,43.48895585,34.64954962,53.79767038,Significantly better than England average
19UD,E07000049,East Dorset CD,ONS5.7,2009 - 11,147.99,224421,49,74807,36.40416332,30.43884389,43.1445703,Significantly better than England average
19UE,E07000050,North Dorset CD,ONS5.7,2009 - 11,105.51,183645,35,61215,39.13314745,31.85384184,47.54683969,Significantly better than England average
